solar_reward,grid_battery_reward,solar_battery_reward,soc,soc_grid,soc_solar,curr_lmp,net_load,a,total_rwd
0.00,-1065.75,0.00,23.25,23.25,0.00,41.20,-25.00,2,-1.07e+03
0.00,-1030.00,0.00,46.50,46.50,0.00,39.92,-25.00,2,-2.10e+03
0.00,-998.00,0.00,69.75,69.75,0.00,38.86,-25.00,2,-3.09e+03
0.00,-971.50,0.00,93.00,93.00,0.00,41.83,-25.00,2,-4.07e+03
0.00,-1045.75,0.00,116.25,116.25,0.00,41.82,-25.00,2,-5.11e+03
0.00,-1045.50,0.00,139.50,139.50,0.00,41.67,-25.00,2,-6.16e+03
0.00,-1041.75,0.00,162.75,162.75,0.00,40.79,-25.00,2,-7.20e+03
0.00,-1019.75,0.00,186.00,186.00,0.00,41.73,-25.00,2,-8.22e+03
0.00,-1043.25,0.00,209.25,209.25,0.00,41.71,-25.00,2,-9.26e+03
0.00,-1042.75,0.00,232.50,232.50,0.00,41.63,-25.00,2,-1.03e+04
0.00,-1040.75,0.00,255.75,255.75,0.00,40.72,-25.00,2,-1.13e+04
0.00,-1018.00,0.00,279.00,279.00,0.00,40.92,-25.00,2,-1.24e+04
0.00,-1023.00,0.00,302.25,302.25,0.00,41.13,-25.00,2,-1.34e+04
0.00,-1028.25,0.00,325.50,325.50,0.00,41.63,-25.00,2,-1.44e+04
0.00,-1040.75,0.00,348.75,348.75,0.00,42.20,-25.00,2,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,42.78,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,44.11,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,47.23,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,53.54,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,50.27,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,53.03,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,50.60,0.00,1,-1.55e+04
0.00,0.00,0.00,348.75,348.75,0.00,45.19,0.00,1,-1.55e+04
0.00,-1129.75,0.00,372.00,372.00,0.00,42.46,-25.00,2,-1.66e+04
0.00,0.00,0.00,371.61,371.61,0.00,42.84,0.00,1,-1.66e+04
0.00,0.00,0.00,371.23,371.23,0.00,41.31,0.00,1,-1.66e+04
0.00,0.00,0.00,370.84,370.84,0.00,40.76,0.00,1,-1.66e+04
0.00,0.00,0.00,370.45,370.45,0.00,36.40,0.00,1,-1.66e+04
0.00,0.00,0.00,370.07,370.07,0.00,49.60,0.00,1,-1.66e+04
0.00,0.00,0.00,369.68,369.68,0.00,42.34,0.00,1,-1.66e+04
0.00,0.00,0.00,369.30,369.30,0.00,52.24,0.00,1,-1.66e+04
0.00,0.00,0.00,368.91,368.91,0.00,40.19,0.00,1,-1.66e+04
0.00,0.00,0.00,368.53,368.53,0.00,40.46,0.00,1,-1.66e+04
0.00,0.00,0.00,368.14,368.14,0.00,39.73,0.00,1,-1.66e+04
0.00,0.00,0.00,367.76,367.76,0.00,30.88,0.00,1,-1.66e+04
0.00,-772.00,0.00,390.63,390.63,0.00,28.60,-25.00,2,-1.74e+04
0.00,0.00,0.00,390.22,390.22,0.00,31.72,0.00,1,-1.74e+04
0.00,0.00,0.00,389.81,389.81,0.00,27.69,0.00,1,-1.74e+04
0.00,0.00,0.00,389.41,389.41,0.00,29.59,0.00,1,-1.74e+04
0.00,0.00,0.00,389.00,389.00,0.00,26.88,0.00,1,-1.74e+04
0.00,0.00,0.00,388.60,388.60,0.00,36.67,0.00,1,-1.74e+04
0.00,0.00,0.00,388.19,388.19,0.00,39.38,0.00,1,-1.74e+04
0.00,0.00,0.00,387.79,387.79,0.00,44.99,0.00,1,-1.74e+04
0.00,0.00,0.00,387.38,387.38,0.00,37.51,0.00,1,-1.74e+04
0.00,0.00,0.00,386.98,386.98,0.00,41.76,0.00,1,-1.74e+04
0.00,0.00,0.00,386.58,386.58,0.00,49.48,0.00,1,-1.74e+04
0.00,0.00,0.00,386.17,386.17,0.00,47.44,0.00,1,-1.74e+04
0.00,0.00,0.00,385.77,385.77,0.00,43.15,0.00,1,-1.74e+04
0.00,0.00,0.00,385.37,385.37,0.00,45.72,0.00,1,-1.74e+04
0.00,0.00,0.00,384.97,384.97,0.00,49.54,0.00,1,-1.74e+04
0.00,0.00,0.00,384.57,384.57,0.00,51.42,0.00,1,-1.74e+04
0.00,0.00,0.00,384.17,384.17,0.00,44.80,0.00,1,-1.74e+04
0.00,0.00,0.00,383.77,383.77,0.00,48.16,0.00,1,-1.74e+04
0.00,0.00,0.00,383.37,383.37,0.00,51.58,0.00,1,-1.74e+04
0.00,0.00,0.00,382.97,382.97,0.00,50.86,0.00,1,-1.74e+04
0.00,0.00,0.00,382.57,382.57,0.00,52.98,0.00,1,-1.74e+04
0.00,0.00,0.00,382.17,382.17,0.00,68.54,0.00,1,-1.74e+04
0.00,0.00,0.00,381.77,381.77,0.00,96.27,0.00,1,-1.74e+04
0.00,2238.28,0.00,356.37,356.37,0.00,94.91,23.25,0,-1.51e+04
0.00,-2372.75,0.00,379.62,379.62,0.00,67.77,-25.00,2,-1.75e+04
0.00,-1407.66,0.00,398.55,398.55,0.00,87.30,-20.77,2,-1.89e+04
0.00,0.00,0.00,398.13,398.13,0.00,87.30,0.00,1,-1.89e+04
0.00,0.00,0.00,397.72,397.72,0.00,87.30,0.00,1,-1.89e+04
0.00,0.00,0.00,397.30,397.30,0.00,64.08,0.00,1,-1.89e+04
0.00,-199.42,0.00,399.78,399.78,0.00,47.55,-3.11,2,-1.91e+04
0.00,-30.16,0.00,399.96,399.96,0.00,47.55,-0.63,2,-1.91e+04
0.00,0.00,0.00,399.54,399.54,0.00,104.55,0.00,1,-1.91e+04
0.00,2430.79,0.00,374.12,374.12,0.00,58.06,23.25,0,-1.67e+04
0.00,0.00,0.00,373.73,373.73,0.00,97.64,0.00,1,-1.67e+04
0.00,0.00,0.00,373.34,373.34,0.00,167.31,0.00,1,-1.67e+04
0.00,3889.96,0.00,347.95,347.95,0.00,181.57,23.25,0,-1.28e+04
0.00,4221.50,0.00,322.95,322.95,0.00,89.60,23.25,0,-8.59e+03
0.00,-2240.00,0.00,346.20,346.20,0.00,105.49,-25.00,2,-1.08e+04
0.00,-2637.25,0.00,369.45,369.45,0.00,105.49,-25.00,2,-1.35e+04
0.00,-2637.25,0.00,392.32,392.32,0.00,169.45,-25.00,2,-1.61e+04
0.00,0.00,0.00,391.91,391.91,0.00,81.90,0.00,1,-1.61e+04
0.00,-695.89,0.00,399.41,399.41,0.00,80.80,-8.50,2,-1.68e+04
0.00,-81.67,0.00,399.93,399.93,0.00,75.32,-1.01,2,-1.69e+04
0.00,-36.71,0.00,399.97,399.97,0.00,67.67,-0.49,2,-1.69e+04
0.00,-30.50,0.00,399.97,399.97,0.00,79.53,-0.45,2,-1.69e+04
0.00,0.00,0.00,399.55,399.55,0.00,79.04,0.00,1,-1.69e+04
0.00,0.00,0.00,399.14,399.14,0.00,74.02,0.00,1,-1.69e+04
0.00,0.00,0.00,398.72,398.72,0.00,60.52,0.00,1,-1.69e+04
0.00,-102.61,0.00,399.88,399.88,0.00,59.33,-1.70,2,-1.70e+04
0.00,-31.76,0.00,399.96,399.96,0.00,58.78,-0.54,2,-1.71e+04
0.00,0.00,0.00,399.55,399.55,0.00,55.33,0.00,1,-1.71e+04
0.00,0.00,0.00,399.13,399.13,0.00,51.42,0.00,1,-1.71e+04
0.00,0.00,0.00,398.71,398.71,0.00,59.19,0.00,1,-1.71e+04
0.00,0.00,0.00,398.30,398.30,0.00,50.58,0.00,1,-1.71e+04
0.00,0.00,0.00,397.88,397.88,0.00,47.51,0.00,1,-1.71e+04
0.00,0.00,0.00,397.47,397.47,0.00,43.66,0.00,1,-1.71e+04
0.00,0.00,0.00,397.06,397.06,0.00,55.14,0.00,1,-1.71e+04
0.00,0.00,0.00,396.64,396.64,0.00,51.06,0.00,1,-1.71e+04
0.00,0.00,0.00,396.23,396.23,0.00,46.64,0.00,1,-1.71e+04
0.00,0.00,0.00,395.82,395.82,0.00,43.57,0.00,1,-1.71e+04
0.00,0.00,0.00,395.40,395.40,0.00,47.93,0.00,1,-1.71e+04
0.00,0.00,0.00,394.99,394.99,0.00,45.26,0.00,1,-1.71e+04
0.00,0.00,0.00,394.58,394.58,0.00,43.31,0.00,1,-1.71e+04
0.00,0.00,0.00,394.17,394.17,0.00,41.92,0.00,1,-1.71e+04
0.00,0.00,0.00,393.76,393.76,0.00,43.57,0.00,1,-1.71e+04
0.00,0.00,0.00,393.35,393.35,0.00,43.76,0.00,1,-1.71e+04
0.00,0.00,0.00,392.94,392.94,0.00,42.71,0.00,1,-1.71e+04
0.00,0.00,0.00,392.53,392.53,0.00,42.63,0.00,1,-1.71e+04
0.00,0.00,0.00,392.12,392.12,0.00,44.48,0.00,1,-1.71e+04
0.00,0.00,0.00,391.71,391.71,0.00,45.80,0.00,1,-1.71e+04
0.00,0.00,0.00,391.30,391.30,0.00,45.06,0.00,1,-1.71e+04
0.00,0.00,0.00,390.90,390.90,0.00,43.63,0.00,1,-1.71e+04
0.00,0.00,0.00,390.49,390.49,0.00,44.32,0.00,1,-1.71e+04
0.00,0.00,0.00,390.08,390.08,0.00,46.12,0.00,1,-1.71e+04
0.00,0.00,0.00,389.68,389.68,0.00,46.87,0.00,1,-1.71e+04
0.00,0.00,0.00,389.27,389.27,0.00,49.41,0.00,1,-1.71e+04
0.00,0.00,0.00,388.86,388.86,0.00,44.27,0.00,1,-1.71e+04
0.00,0.00,0.00,388.46,388.46,0.00,46.80,0.00,1,-1.71e+04
